421	Strade e strade ferrate, lavori di costruzione di strade e strade ferrate
422	Infrastrutture e lavori di costruzione di infrastrutture
429	Lavori di costruzione ed altre opere di genio civile
431	Demolizioni e preparazione del cantiere
432	Lavori di installazione di impianti elettrici, idraulici e altri lavori di costruzione e installazione
433	Lavori di completamento e di finitura degli edifici
439	Altre opere specializzate
451	Servizi di vendita di autoveicoli
452	Servizi di manutenzione e riparazione di autoveicoli
453	Servizi di vendita di parti e accessori di autoveicoli
454	Servizi di vendita, manutenzione e riparazione di motocicli, accessori e pezzi di ricambio
461	Servizi di vendita all'ingrosso per conto terzi
462	Servizi di vendita all'ingrosso di materie prime agricole e di animali vivi
463	Servizi di vendita all'ingrosso di prodotti alimentari, bevande e tabacco
464	Servizi di vendita all'ingrosso di prodotti per uso domestico
465	Servizi di vendita all'ingrosso di apparecchiature di informazione e comunicazione
466	Servizi di vendita all'ingrosso di altri macchinari, attrezzature e accessori
467	Servizi di vendita all'ingrosso specializzato di altri prodotti
469	Servizi di vendita all'ingrosso non specializzato
470	Servizi di vendita al dettaglio, escluso quello di autoveicoli e di motocicli
491	Servizi di trasporto ferroviario interurbano di passeggeri
492	Servizi di trasporto ferroviario di merci
493	Altri servizi di trasporto terrestre di passeggeri
494	Servizi di trasporto merci su strada e servizi di trasloco
495	Servizi di trasporto mediante condotte
501	Servizi di trasporto marittimo e di cabotaggio di passeggeri
502	Servizi di trasporto marittimo e di cabotaggio di merci
503	Servizi di trasporto di passeggeri per vie d'acqua interne
504	Servizi di trasporto di merci per vie d'acqua interne
511	Servizi di trasporto aereo di passeggeri
512	Servizi di trasporto aereo di merci e di trasporto spaziale
521	Servizi di deposito e magazzinaggio
522	Servizi di supporto per i trasporti
531	Servizi postali con obbligo di servizio universale
532	Altri servizi postali e di corriere
551	Servizi alberghieri e simili
552	Servizi di alloggio per vacanze e altri servizi di alloggio per brevi soggiorni
553	Servizi per aree di campeggio, aree ricreative e villaggi vacanze
559	Altri servizi di alloggio
561	Servizi di ristorazione e fornitura di pasti a domicilio
562	Servizi di catering per manifestazioni e atri servizi di ristorazione collettiva
563	Servizi di vendita di bevande
581	Servizi di edizione di libri, periodici e altri servizi di editoria
582	Servizi di edizione di software
591	Servizi di produzione di pellicole cinematografiche, di video e di programmi televisivi
592	Servizi di registrazione sonora e di edizione musicale
601	Servizi di radiodiffusione
602	Servizi di diffusione di programmi televisivi, originali di emissioni televisive
611	Servizi di telecomunicazioni cablate
612	Servizi di telecomunicazione wireless (non cablate)
613	Servizi di telecomunicazioni via satellite
619	Altri servizi di telecomunicazione
620	Programmazione informatica, consulenze e servizi connessi
631	Elaborazione dell'informazione, hosting e servizi connessi, portali web
639	Altri servizi d'informazione
641	Servizi di intermediazione monetaria
642	Servizi di società holding
643	Servizi connessi ai fondi e ad entità finanziarie simili
649	Altri servizi finanziari, esclusi le assicurazioni e i fondi pensione
651	Servizi di assicurazione
652	Servizi di riassicurazione
653	Servizi di fondi pensione
661	Servizi ausiliari dei servizi finanziari, escluse le assicurazioni e i fondi pensione
662	Servizi ausiliari delle assicurazioni e dei fondi pensione
663	Servizi di gestione di fondi
681	Servizi di compravendita di beni immobili effettuata su beni propri
682	Affitto e gestione di beni immobili propri o in locazione
683	Servizi immobiliari per conto terzi
691	Servizi degli studi legali e notarili
692	Servizi di contabilità, di tenuta di libri contabili e di revisione contabile, servizi di consulenza in materia fiscale
701	Servizi di sedi sociali
702	Servizi di consulenza in materia amministrativo-gestionale
711	Servizi in materia di architettura, di ingegneria ed altri servizi tecnici
712	Servizi di prova e analisi tecniche
720	Servizi di ricerca interdisciplinare e sviluppo sperimentale
721	Servizi di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria
722	Servizi di ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche
731	Servizi di pubblicità
732	Servizi di studi di mercato e sondaggi di opinione
741	Servizi di design specializzato
742	Servizi inerenti alla fotografia
743	Servizi di traduzione e interpretariato
749	Altri servizi professionali, scientifici e tecnici nca
750	Servizi veterinari
771	Servizi di locazione e leasing di autoveicoli
772	Servizi di locazione e leasing di beni per uso personale e domestico
773	Servizi di locazione e leasing di altri macchinari, attrezzature e beni materiali
774	Servizi di concessione di licenze per l'utilizzo di prodotti della proprietà intellettuale e prodotti simili, escluse le opere soggette a diritto d'autore
781	Servizi forniti da uffici e agenzie di collocamento
782	Servizi forniti da agenzie di lavoro interinale
783	Altri servizi di messa a disposizione di risorse umane
791	Servizi delle agenzie di viaggio e degli operatori turistici
799	Altri servizi di prenotazione e servizi connessi
801	Servizi di vigilanza privati
802	Servizi connessi ai sistemi di vigilanza
803	Servizi di investigazione
811	Servizi di supporto multipli connessi a edifici
812	Servizi di pulizia
813	Servizi paesaggistici
821	Servizi amministrativi e di sostegno per le funzioni d'ufficio
822	Servizi dei call center
823	Servizi di organizzazione di convegni e fiere
829	Servizi di sostegno alle imprese nca
841	Servizi di amministrazione pubblica generale, economica e sociale
842	Servizi della pubblica amministrazione forniti all'intera collettività
843	Servizi di assicurazione sociale obbligatoria
851	Servizi di istruzione prescolastica
852	Servizi di istruzione primaria
853	Servizi di istruzione secondaria
854	Servizi di istruzione superiore
855	Altri servizi di istruzione
856	Servizi di sostegno educativo
861	Servizi ospedalieri
862	Servizi degli studi medici ed odontoiatrici
869	Altri servizi sanitari
871	Servizi di assistenza infermieristica residenziale
872	Servizi di assistenza residenziale per persone affette da malattie mentali, disturbi psichici e tossicomanie
873	Servizi di assistenza residenziale per persone anziane e disabili
879	Altri servizi di assistenza residenziale
881	Servizi di assistenza sociale non residenziale per persone anziane e disabili
889	Altri servizi di assistenza sociale non residenziale
900	Servizi creativi, artistici e d'intrattenimento
910	Servizi di biblioteche, archivi, musei ed altri servizi culturali
920	Servizi riguardanti il gioco d'azzardo
931	Servizi sportivi
932	Servizi di intrattenimento e di divertimento
941	Servizi forniti da organizzazioni associative di imprese, di datori di lavoro e professionali
942	Servizi forniti da associazioni sindacali
949	Servizi forniti da altre organizzazioni associative
951	Servizi di riparazione di elaboratori elettronici e di apparecchiature per le comunicazioni
952	Servizi di riparazione di beni di consumo personali e per la casa
960	Altri servizi personali
970	Servizi di datore di lavoro per personale domestico svolti da famiglie e convivenze
981	Produzione di beni per uso proprio da parte di famiglie e convivenze
982	Produzione di servizi per uso proprio da parte di famiglie e convivenze
990	Servizi forniti da organizzazioni ed organismi extraterritoriali
